paper_id,title,file_name,year,priority,extraction_quality,evidence_type,claim_type,evidence_text,figure_table_source,page_est,keyword,confidence,relevance,ml_feature_candidate
P052,Low-Temperature Solid-State Polycondensation Synthesis of Non-,P052_unidentified.pdf,2025,medium,good,conclusion,finding,"Maria Balk − Institute of Functional Materials for
Our study revealed that SSP transurethanization surpasses Sustainability, Helmholtz-Zentrum Hereon, 14513 Teltow,
typical melt polycondensation protocols by enabling the Germany
synthesis of NIPCUs with superior characteristics and under Tomasz Gołofit − Warsaw University of Technology, Faculty
milder conditions. This approach required only a short of Chemistry, 00-664 Warsaw, Poland
reaction in the melt to integrate the hard and soft segment Ro",conclusion section,end,conclusion,high,high_relevance_pu,FALSE
P052,Low-Temperature Solid-State Polycondensation Synthesis of Non-,P052_unidentified.pdf,2025,medium,good,excerpt,general,"a brief melt prepolymerization, followed by crystallization and polymerization in the solidstate,wherevolatilecondensationco-productswereefficientlyremovedbyaflow",line 19,1,crystalliz,medium,standard,FALSE
P052,Low-Temperature Solid-State Polycondensation Synthesis of Non-,P052_unidentified.pdf,2025,medium,good,excerpt,general,"is conducted without agitation, and the removal of the low- thedesiredreactionmechanismisdrivenbythecrystallization molar-mass co-product, diffusing out of the solid micro- behavior of the polymer, which can be tailored by its",line 93,3,crystalliz,medium,standard,FALSE
P052,Low-Temperature Solid-State Polycondensation Synthesis of Non-,P052_unidentified.pdf,2025,medium,good,excerpt,general,"fastercrystallizationandenhanceddiffusionoflow-molar-mass unlocking their application potential. co-products, accelerating the SSP process.21 Reaction temper- ■",line 102,3,crystalliz,medium,standard,FALSE
P052,Low-Temperature Solid-State Polycondensation Synthesis of Non-,P052_unidentified.pdf,2025,medium,good,excerpt,general,"approximately 10−40 °Cbelow the melting point(T )of the from Merck (Poland). Oligo(hexamethylene carbonate) diol (OCD, crystalline phase to balance effective chain mobili m ty15 and trade name Eternacoll UH200, M̅ n of 2000 g·mol−1) and p-",line 110,3,melting,medium,standard,TRUE
P052,Low-Temperature Solid-State Polycondensation Synthesis of Non-,P052_unidentified.pdf,2025,medium,good,excerpt,measurement,"AdequateX maybeachievedbycrystallizationfromthemelt15 spectra were measured in the range of 4,000−400 cm−1 at 32 scans c and aresolution of 4cm−1.",line 122,4,crystalliz,medium,standard,FALSE
P052,Low-Temperature Solid-State Polycondensation Synthesis of Non-,P052_unidentified.pdf,2025,medium,good,excerpt,general,or thermal annealing near the crystallization temperature 1H and 13C NMR spectra were recorded on a 400 MHz Varian,line 124,4,crystalliz,medium,standard,FALSE
P052,Low-Temperature Solid-State Polycondensation Synthesis of Non-,P052_unidentified.pdf,2025,medium,good,figure_caption,measurement,"Monitored SSP process: (a) Applied T SSP and changes in
m
hexamethylenecarbamate)diol(BC_HD,M̅ =8,200g·mol−1, thermal transitions (DSC) of NIPCU products; (b) Collected
n amountsof distilled low-molar-massco-products (T indicated).
T =50and181°C)asbuildingblocksforhardsegmentsand SSP
m
oligo(hexamet",Figure 1,,Figure 1,medium,standard,FALSE
P052,Low-Temperature Solid-State Polycondensation Synthesis of Non-,P052_unidentified.pdf,2025,medium,good,figure_caption,measurement,"Evolution of molar mass of NIPCU_S1_500 during SSP
comparedtoNIPCU_M1obtainedbymeltpolycondensation(SEC;
dashedlineindicates the presenceof aminorinsoluble fraction). respectively, correlated with the thermal behavior of their
carbamate precursors (Table S4).
Similarly, PRE_NIPCU_2 materials exhibit",Figure 2,,Figure 2,medium,standard,FALSE
P052,Low-Temperature Solid-State Polycondensation Synthesis of Non-,P052_unidentified.pdf,2025,medium,good,figure_caption,measurement,"ChangesinthermaltransitionsofPRE_NIPCUsandtheir
TableS4).TheDSCcurves(Figures4andS47−S52)showed
corresponding NIPCU_S during the SSP process and after melt
a broad melting transition with two maxima within 100−140
reprocessing(DSC):(a) NIPCU_S1_500; (b)NIPCU_S2_100.
and 130−160 °C for the BC-based a",Figure 4,,Figure 4,medium,standard,TRUE
P052,Low-Temperature Solid-State Polycondensation Synthesis of Non-,P052_unidentified.pdf,2025,medium,good,figure_caption,measurement,"Changes in crystalline structure and X of PRE_NIPCUs
c
their PRE_NIPCU starters.
andtheircorrespondingNIPCU_SduringtheSSPprocess(WAXS):
(a) NIPCU_S1_500;(b)NIPCU_S2_100. Melt Polycondensation Synthesis (NIPCU_M). To
compare the SSP approach with standard melt polycondensa-
tion, NIPCU_M1 and NIPCU_M",Figure 6,,Figure 6,medium,standard,FALSE
P064,HYDROGELS alkyl-watercontactsandmaximizefavorable,P064_unidentified.pdf,2024,medium,partial,conclusion,finding,"hisguidanceincomputationalchemistry;S.Liu,B.Qin,W.Lai,
W.Xu,andX.ZhangfromTsinghuaUniversityfortheir
onstrates the effective healing capabilities of Weachievedahyperelastichydrogelwithan assistancewithDSCtests;X.HeandL.TaofromTsinghua
AETC-25hydrogels (Fig.4Aandmovie S8). ultralargereversiblebiaxialstrainbyincor- Universityfortheirsupportwithdynamicrheometer
measurements;theTsinghuaXuetangTalentsProgramfor
Moreover, when we used a sharp knife to poratingreversiblePNCsintothepolymernet-
providing",conclusion section,end,conclusion,medium,standard,FALSE
P064,HYDROGELS alkyl-watercontactsandmaximizefavorable,P064_unidentified.pdf,2024,medium,partial,excerpt,general,"beadscanefficientlyunfoldandrefoldundercyclicmechanicalstrains;thus,thehydrogelcanrapidly micasheetaftertheevaporationofwater.As recoverafterbeingstretchedtoanarealstrainofmorethan10,000%.Additionally,thehydrogelcan depictedinFig.1C,thepolycationsexistedin",line 16,1,dsc,medium,standard,FALSE
P064,HYDROGELS alkyl-watercontactsandmaximizefavorable,P064_unidentified.pdf,2024,medium,partial,excerpt,general,"canbedescribedasl ~N1/2(supplementary When the applied force is released, these gels(fig.S5).Two-dimensionalsmall-anglex-ray max",line 31,1,small-angle,medium,standard,FALSE
P064,HYDROGELS alkyl-watercontactsandmaximizefavorable,P064_unidentified.pdf,2024,medium,partial,excerpt,general,"text),whichrepresentstheratioofthemean extended chains promptly refold back into scattering(2DSAXS)furtherconfirmedthe squareend-to-enddistanceofafullyextended theinitialPNCstructure,whichresultsin PNCstructure;theresultsshowedacircular",line 33,1,saxs,medium,standard,FALSE
P064,HYDROGELS alkyl-watercontactsandmaximizefavorable,P064_unidentified.pdf,2024,medium,partial,excerpt,measurement,"ited value of N (number of chain segments Hydrogelswithpearl-necklacestructures integrated1DSAXSprofilefrom3to5.5nm−1 amongcross-links)withinaswellinghydrogel Themaximumdeformationofasinglechainis (Fig.1F)exhibitedawidepeak,corresponding",line 37,1,saxs,medium,standard,FALSE
P064,HYDROGELS alkyl-watercontactsandmaximizefavorable,P064_unidentified.pdf,2024,medium,partial,excerpt,general,"transversedirections,resultinginal of PNCsarechainconformationsthatarecom- externalstrains(20).ThroughinsituSAXS, max",line 47,2,saxs,medium,standard,FALSE
P064,HYDROGELS alkyl-watercontactsandmaximizefavorable,P064_unidentified.pdf,2024,medium,partial,excerpt,general,"1100%. However, l still follows an ex- posedofsmall,chargedbeadsconnectedby wewitnessedthehighlyreversibleunfolding max",line 49,2,dsc,medium,standard,FALSE
P064,HYDROGELS alkyl-watercontactsandmaximizefavorable,P064_unidentified.pdf,2024,medium,partial,figure_caption,measurement,"Hydrogelswithpearl-necklacestructures.(A)ModelsofPNC, increasinginmagnificationfromlefttoright.Thedashedcircleindicates
CC,andFJCstructures.Here,aisthediameterofoneglobule,andNis themagnifiedregion.(D)Cryo-TEMimagesoftheAETC-25hydrogels.
thenumberofglobulesineachchainmodel.(B)Hydrogelnetworks (E)2DS",Figure 1,,Figure 1,medium,standard,FALSE
P064,HYDROGELS alkyl-watercontactsandmaximizefavorable,P064_unidentified.pdf,2024,medium,partial,figure_caption,measurement,"Highlyreversiblepearl-necklacestructurecharacterizedbyinsitu theappliedstrainof1500%wasreleased,whichconfirmsthehighreversibility
SAXS.Newcircularscatteringringsin2DSAXSimagesandnewpeaksin ofthePNCstructureoveralargeelasticrange.Thewhitedoublearrows
1DSAXSprofilesappearedwithanincreaseintheappliedst",Figure 2,,Figure 2,medium,standard,FALSE
P159,Mechano-responsive hydrogen-bonding array of,P159_unidentified.pdf,2021,medium,partial,excerpt,general,crystals when stretched through a transition that orders inter-chain hydrogen bonding. The phase and strain fully return to the pre-stressed state after release to repeat the healing,line 20,1,hydrogen bond,medium,high_relevance_pu,FALSE
P159,Mechano-responsive hydrogen-bonding array of,P159_unidentified.pdf,2021,medium,partial,excerpt,general,"H-bonds that increase the elastic modulus. Under strain, the bonding array, with reversible strain-induced crystallization amorphous phase is transformed into a rigid metastable crystal providing a major contribution. In the stress–strain curve for C-",line 89,3,crystalliz,medium,high_relevance_pu,TRUE
P159,Mechano-responsive hydrogen-bonding array of,P159_unidentified.pdf,2021,medium,partial,excerpt,general,"SSwassynthesizedfrompoly(hexamethylenecarbonate)diol(C, mentary Movie 4); strain-induced crystallization upon loading is a carbonate-type aliphatic macrodiol) as the soft segment, superficially incompatible with full recovery upon unloading; it",line 101,3,crystalliz,medium,high_relevance_pu,FALSE
P159,Mechano-responsive hydrogen-bonding array of,P159_unidentified.pdf,2021,medium,partial,excerpt,general,"asymmetric alicyclic isophorone diisocyanate (IP) as the hard cannot be explained either by the solid crystallization of semi- segment, and an aromatic disulfide (SS) as the chain extender crystalline polymers or entropic elastomer elasticity because the",line 103,3,crystalliz,medium,high_relevance_pu,FALSE
P159,Mechano-responsive hydrogen-bonding array of,P159_unidentified.pdf,2021,medium,partial,excerpt,general,The unusual strain-induced crystallization of C-IP-SS is strongly correlated with the reversible disorder-to-order switch-,line 130,4,crystalliz,medium,high_relevance_pu,FALSE
P159,Mechano-responsive hydrogen-bonding array of,P159_unidentified.pdf,2021,medium,partial,excerpt,general,"scanning calorimetry (DSC), C-IP-SS is poorly microphase separated, with non-crystalline hard segments in the static state",line 136,4,dsc,medium,high_relevance_pu,FALSE
P159,Mechano-responsive hydrogen-bonding array of,P159_unidentified.pdf,2021,medium,partial,performance_data,measurement,Carbonyl shift: 1718,text extraction,,performance,medium,standard,TRUE
P159,Mechano-responsive hydrogen-bonding array of,P159_unidentified.pdf,2021,medium,partial,figure_caption,measurement,"strongascommercialEs-MD.Ontheotherhand,E-IP-SSshows
X-ray tools can be used to trace the structural changes that a strain-independent amorphous halo 2D WAXS pattern, and
occur as TPUs transition from static to dynamic mode during 400% elongation of Es-MD provides a clearer spot in the
stretching (Fi",Figure 15,,Figure 15,medium,standard,TRUE
P191,Elliptical Small-Angle X-Ray Scattering Patterns from,P191_unidentified.pdf,2015,low,good,abstract,interpretation,"Semicrystalline polymers aligned by drawing into shapes for the reflections. The model parameters are chosen
films or fibers produce small-angle X-ray scattering patterns by fitting the entire 2D intensity distribution of the scattering
withtwoorfourspots.Someliquidcrystallinematerials,cybo- pattern. Assumptions required for modeling make some fitted
tactic nematics, produce extremely similar patterns when ori- parameters uncertain, but it is clearthat the ellipticalform can
ented in magnetic fi",abstract section,1,abstract,high,standard,FALSE
P191,Elliptical Small-Angle X-Ray Scattering Patterns from,P191_unidentified.pdf,2015,low,good,conclusion,method,"The primary purpose of this paper is to show that a model FIGURE 10 Example N SAXS fitting. Upper half, data; Bot-
cyb
of misoriented and rotated lamellar stacks with reasonable tomhalf,fittedmodelresult.
316 JOURNALOFPOLYMERSCIENCE,PARTB:POLYMERPHYSICS2016,54,308–318
10990488,
2016,
2,
Downloaded
from
https://onlinelibrary.wiley.com/doi/10.1002/polb.23930
by
Chongqing
University,
Wiley
Online
Library
on
[03/03/2026].
See
the
Terms
and
Conditions
(https://onlinelibrary.wiley.com/terms-and-condit",conclusion section,end,conclusion,high,standard,FALSE
P191,Elliptical Small-Angle X-Ray Scattering Patterns from,P191_unidentified.pdf,2015,low,good,excerpt,general,Elliptical Small-Angle X-Ray Scattering Patterns from Aligned Lamellar Arrays,line 3,1,small-angle,medium,standard,FALSE
P191,Elliptical Small-Angle X-Ray Scattering Patterns from,P191_unidentified.pdf,2015,low,good,excerpt,general,"films or fibers produce small-angle X-ray scattering patterns by fitting the entire 2D intensity distribution of the scattering withtwoorfourspots.Someliquidcrystallinematerials,cybo- pattern. Assumptions required for modeling make some fitted",line 14,1,small-angle,medium,standard,FALSE
P191,Elliptical Small-Angle X-Ray Scattering Patterns from,P191_unidentified.pdf,2015,low,good,excerpt,interpretation,"been suggested, but models using an equilibrium distribution KEYWORDS: Cybotactic Nematic; Lamellar; Oriented Polymers; ofmolecularorientationsandlamellartiltscanpredictelliptical X-RayScattering",line 22,1,lamellar,medium,standard,FALSE
P191,Elliptical Small-Angle X-Ray Scattering Patterns from,P191_unidentified.pdf,2015,low,good,excerpt,finding,ofmolecularorientationsandlamellartiltscanpredictelliptical X-RayScattering INTRODUCTIONTwo or four spot small angle X-ray patterns observed SAXS angle /.8–11 This procedure can be very,line 23,1,lamellar,medium,standard,FALSE
P191,Elliptical Small-Angle X-Ray Scattering Patterns from,P191_unidentified.pdf,2015,low,good,excerpt,finding,INTRODUCTIONTwo or four spot small angle X-ray patterns observed SAXS angle /.8–11 This procedure can be very from semicrystalline polymer films and fibers have been informative when a sequence of patterns obtained during,line 24,1,saxs,medium,standard,FALSE
P191,Elliptical Small-Angle X-Ray Scattering Patterns from,P191_unidentified.pdf,2015,low,good,excerpt,method,"lamellar surfaces so that m5n, the lamellar normal. In this When there is detailed interpretation, several methods have case, the lamellar repeat will give rise to a pair of reflections beenused.12Theseinclude:",line 30,1,lamellar,medium,standard,FALSE
P191,Elliptical Small-Angle X-Ray Scattering Patterns from,P191_unidentified.pdf,2015,low,good,performance_data,measurement,FWHM: 0.28,text extraction,,performance,medium,standard,TRUE
P191,Elliptical Small-Angle X-Ray Scattering Patterns from,P191_unidentified.pdf,2015,low,good,figure_caption,measurement,"At each other instruction, fitting programs assume that each data
value of n, the rotation angle around this circle of radius sin point has the same weight, which is correct if each has the
b, the number of diffracting units is given by G(h). The inten- same uncertainty. Here the major source of noi",Figure 7,,Figure 7,medium,standard,FALSE
P191,Elliptical Small-Angle X-Ray Scattering Patterns from,P191_unidentified.pdf,2015,low,good,figure_caption,measurement,"Where there is significant similar to patterns previously interpreted as a double
intensity, at |s X |< 100 pixels, the data and model both fit the ellipse.50 For this purpose, it is not necessary that the
ellipse verywell. assumptions are exactly correct or that the model parame-
ters exactly corre",Figure 9,,Figure 9,medium,standard,FALSE
P240,Programmable Liquid Crystal Elastomers Via Magnetic Field,P240_unidentified.pdf,2025,low,partial,excerpt,general,"beforecrosslinking,whilepreventingmesogenrecrystallization.Toaddress genalignmentandamoderateexpansionin theperpendiculardirection.[6]",line 19,1,crystalliz,medium,standard,FALSE
P240,Programmable Liquid Crystal Elastomers Via Magnetic Field,P240_unidentified.pdf,2025,low,partial,excerpt,general,"www.advancedsciencenews.com www.afm-journal.de alignmenthasbeenwidelyusedinthefabricationofLCEs,re- magneticfieldthroughthethio-MichaelpolyadditionofRM257",line 77,2,dsc,medium,standard,FALSE
P240,Programmable Liquid Crystal Elastomers Via Magnetic Field,P240_unidentified.pdf,2025,low,partial,excerpt,general,"turebeforecrosslinking,ensuringnorecrystallizationofmeso- polyadditionfollowedbythephoto-crosslinkingofLCOs.Asil- gensbelowtheirmeltingpoint.[24]Asanalternative,liquidcrystal lustratedinFigure1,anLCmixturecomposedofamesogenand",line 97,3,crystalliz,medium,standard,TRUE
P240,Programmable Liquid Crystal Elastomers Via Magnetic Field,P240_unidentified.pdf,2025,low,partial,excerpt,general,"gensbelowtheirmeltingpoint.[24]Asanalternative,liquidcrystal lustratedinFigure1,anLCmixturecomposedofamesogenand oligomers (LCOs) can be aligned using a magnetic field. How- adithiolchainextenderisinitiallymadeisotropicbyheatingat",line 98,3,melting,medium,standard,TRUE
P240,Programmable Liquid Crystal Elastomers Via Magnetic Field,P240_unidentified.pdf,2025,low,partial,excerpt,general,mesogensispreserveduntilphoto-crosslinking.Theprocessis spectroscopyandDSC.1HNMRspectraofLCOsatdifferentre- straightforwardandcanbeeasilytailoredforusewithcommer- action times are given in Figure S1 (Supporting Information).,line 130,4,dsc,medium,standard,FALSE
P240,Programmable Liquid Crystal Elastomers Via Magnetic Field,P240_unidentified.pdf,2025,low,partial,excerpt,measurement,"tions,highselectivity,precisecontrolovernetworkarchitecture, latedwiththeT measuredbyDSC.DSCcurvesofLCOsat NI,LCO",line 137,4,dsc,medium,standard,FALSE
P240,Programmable Liquid Crystal Elastomers Via Magnetic Field,P240_unidentified.pdf,2025,low,partial,figure_caption,measurement,"Conceptualschemedescribingthedifferentstepsinvolvedinobtainingm-LCE,h-LCE,andp-LCE.Breferstothemagneticfieldvector,whose
orientationisrepresentedbygreydottedarrows.TheblackdottedarrowsrefertothedirectionofLCdirectors.
AsshowninFigure2c,asthereactionprogressesandtheDP of arethosethattransitionfromthe",Figure 1,,Figure 1,medium,standard,FALSE
P240,Programmable Liquid Crystal Elastomers Via Magnetic Field,P240_unidentified.pdf,2025,low,partial,figure_caption,measurement,"a)2DWAXSimageofm-LCE.b)2DWAXSimageofh-LCE.c)Stress–straincurvesofm-LCE,h-LCE,andp-LCE.d)Thermo-responsivereversible
deformationbehaviorofm-LCE.e)Thermo-responsivereversibledeformationbehaviorofh-LCE.f)Contractionandexpansioninthehorizontalplane
form-LCE,h-LCE,andp-LCEasafunctionoftemperature.g)Thick",Figure 3,,Figure 3,medium,standard,FALSE
P252,Lyotropic Microphase Separation in Aqueous Solutions of Double,P252_unidentified.pdf,2025,medium,good,abstract,general,"Microcompartmentsproducedviatheliquid−liquid
phase separation of polymer solutions are promising as transient
microenvironments that can be generated on demand with
minimal energy consumption. Lyotropic microphase separation
in aqueous solutions of a double hydrophilic diblock copolymer
composed of two distinct polysulfobetaine chains, poly(2-(N-2-
methacryloyloxyethyl-N,N-dimethyl)ammonioethanesulfonate
(PSB2) and poly(4-(N-2-methacryloyloxyethyl-N,N-dimethyl)-
ammoniobutanesulfonate (PSB4), wi",abstract section,1,abstract,high,high_relevance_pu,FALSE
P252,Lyotropic Microphase Separation in Aqueous Solutions of Double,P252_unidentified.pdf,2025,medium,good,conclusion,general,"results.
Double sulfobetaine diblock copolymers, PSB2 n -b-PSB4 m s, Notes
with a narrow molecular weight distribution, were successfully The authors declare no competing financial interest.
synthesized through RAFT polymerization, followed by ■
fractional precipitation. Lyotropic microphase separation of ACKNOWLEDGMENTS
theiraqueoussolutionswasinvestigatedasafunctionofφand
This work was supported by JSPS KAKENHI Grant Nos.
f . The most important finding is that aqueous solutions of
PSB4 JP22H02",conclusion section,end,conclusion,high,high_relevance_pu,FALSE
P252,Lyotropic Microphase Separation in Aqueous Solutions of Double,P252_unidentified.pdf,2025,medium,good,excerpt,general,Lyotropic Microphase Separation in Aqueous Solutions of Double Sulfobetaine Diblock Copolymers Induced by Charge Separation,line 2,1,microphase,medium,high_relevance_pu,FALSE
P252,Lyotropic Microphase Separation in Aqueous Solutions of Double,P252_unidentified.pdf,2025,medium,good,excerpt,general,minimal energy consumption. Lyotropic microphase separation in aqueous solutions of a double hydrophilic diblock copolymer,line 12,1,microphase,medium,high_relevance_pu,FALSE
P252,Lyotropic Microphase Separation in Aqueous Solutions of Double,P252_unidentified.pdf,2025,medium,good,excerpt,general,"between PSB2 and PSB4. These unique mesoscale aqueous molecular assemblies, produced by microphase separation of double- hydrophilicblockcopolymerswithhighchemicalsymmetry,arepromisingasnovelaqueouscompartmentsformolecularreservoirs.",line 29,1,microphase,medium,high_relevance_pu,FALSE
P252,Lyotropic Microphase Separation in Aqueous Solutions of Double,P252_unidentified.pdf,2025,medium,good,excerpt,general,oneofthefewcasesinwhichthemicrophaseseparationofits MWCO:12−14 kDa)was usedfordialysis. concentrated aqueous solutions has been thoroughly inves- 2.2.Measurements.Detailedexperimentalconditionsforproton,line 105,3,microphase,medium,standard,FALSE
P252,Lyotropic Microphase Separation in Aqueous Solutions of Double,P252_unidentified.pdf,2025,medium,good,excerpt,general,tration on the phase behavior has been systematically studied. Supporting Information. Small-angle X-ray scattering (SAXS) was We reported mesoscopic aqueous compartments produced conductedatBL11andBL06inSAGA-LS.ThewavelengthoftheX-,line 109,3,saxs,medium,standard,FALSE
P252,Lyotropic Microphase Separation in Aqueous Solutions of Double,P252_unidentified.pdf,2025,medium,good,excerpt,general,"through microphase separation of double zwitterionic diblock ray beam was set at 0.155 nm. A PILATUS 300 K photon counting copolymer aqueous solutions.19,20 Highly concentrated aque- pixelarraydetector(DECTRISLtd.,487×619pixelswith172×172",line 111,3,microphase,medium,high_relevance_pu,FALSE
P252,Lyotropic Microphase Separation in Aqueous Solutions of Double,P252_unidentified.pdf,2025,medium,good,figure_caption,measurement,"GPC profiles of the (a) PSB2 104 macro-CTA and (b)
thebinary blendtestof PCB2/PSB4. PSB2 104 -b-PSB4 164 after fractional precipitation.
3. RESULTS AND DISCUSSION
3.1.SynthesisofPSB2 -b-PSB4 BlockCopolymers.
104 m
The double sulfobetaine diblock copolymers were synthesized
via sequential RAFT polyme",Figure 1,,Figure 1,medium,standard,FALSE
P252,Lyotropic Microphase Separation in Aqueous Solutions of Double,P252_unidentified.pdf,2025,medium,good,figure_caption,measurement,"SAXSprofilesforthePSB2 -b-PSB4 aqueoussolutions as φ decreased from 0.45 to 0.35, due to an inversion in the
104 164
withapolymervolumeconcentration(φ)of(A)0.66,(B)0.55,(C) density of the solutions (Figure 5C,D). The volume fractions
0.45,(D)0.35,(E) 0.26,(F) 0.17,and (G)0.08 at25°C. of the PSB4-ric",Figure 4,,Figure 4,medium,standard,FALSE
P252,Lyotropic Microphase Separation in Aqueous Solutions of Double,P252_unidentified.pdf,2025,medium,good,figure_caption,measurement,"Phase diagram of PSB2-b-PSB4 aqueous solutions with polymer concentration (φ) versus volume fraction of PSB4 in the block
n m
copolymers (f ) at 25 °C. The symbols represent the morphologies; black open circles: miscible and/or disorder (DIS), red filled squares:
PSB4
columnarmorphologywithPSB2cylin",Figure 6,,Figure 6,medium,standard,FALSE
P260,"Effect of Monomer Polarity on Polymer Dynamics, Glass Transition,",P260_unidentified.pdf,2025,low,good,abstract,finding,"Combining X-ray scattering, Fourier transform
infrared spectroscopy (FT-IR), broadband dielectric spectroscopy
(BDS), rheology, and differential scanning calorimetry (DSC), we
investigatetheionsolvationstructures,thepolymerdynamics,glass
transition, and ionic conductivity of poly(butylene oxide) (PBO,
static dielectric constant PBO 4)/Lithium bis-
s
(trifluoromethanesulfonyl)imide (LiTFSI), poly(propylene oxide)
(PPO, PPO 7)/LiTFSI, and poly(epichlorohydrin) (PECH, s
PECH 15)/LiTFSI. While their",abstract section,1,abstract,high,standard,TRUE
P260,"Effect of Monomer Polarity on Polymer Dynamics, Glass Transition,",P260_unidentified.pdf,2025,low,good,conclusion,finding,"of a different ion solvation structure for PECH/ in Figure 4d−f. Table 1 summarizes the onset (T ,
g−Onset
LiTFSI compared to PPO/LiTFSI and PBO/LiTFSI.
defined as the onset temperature of the
dCrev/dT
peak) and
p
o F f ur P t E h C er H m / o L re iT , t F h S e I l i a m ck pli o e f s r a ed sm s a h l i l ft i s nfl in ue t n h c e e C o − fL O i+ − i C on s s tr o e l t v c a h ti i o n n g the end (T g−End , defined as the end of thedC p rev/dT peak) of
on the local chain backbone conforma",conclusion section,end,conclusion,high,high_relevance_pu,FALSE
