paper_id,title,file_name,year,priority,extraction_quality,evidence_type,evidence_text,page_est,keyword,confidence
P015,"Supertough, Resilient, and Healable Thermoplastic",P015_unidentified.pdf,2025,low,partial,performance_data,Resilience: 100,,performance,medium
P015,"Supertough, Resilient, and Healable Thermoplastic",P015_unidentified.pdf,2025,low,partial,figure_caption,"The prepolymer formation and the subse-
marilyowingtotheeaseofsynthesesstartingfromcommercially quent chain extension steps were monitored by Fourier trans-
availablealkylandaromaticdihydrazides.AnASCZgroupcan form infrared (FT-IR) spectroscopy, and the completion of the
beviewedasoneamideandoneurea",,Figure 1,medium
P015,"Supertough, Resilient, and Healable Thermoplastic",P015_unidentified.pdf,2025,low,partial,figure_caption,"Small-
formation).Inlieuofmoresophisticatedcharacterizationtech- amplitude oscillatory shear (SAOS) rheological measurements
niques that can directly “observe” hydrogen bonds, we hence- alsoprovidedindirectevidenceonthehydrogen-bondingstates
forth assume ad hoc that the actual hydrogen-bonding densi",,Figure 2,medium
P015,"Supertough, Resilient, and Healable Thermoplastic",P015_unidentified.pdf,2025,low,partial,figure_caption,"a)Thestress–strainrelationshipsofTPU-C1throughTPU-C10elastomersinuniaxialtensilemeasurements.b)Photographicillustrationof
theload-bearingcapacityofaTPU-C1elastomerfilmof5-cmwidthand0.1-cmthickness.c)Representativeloading-unloadingcurvesoftheTPU-C1
elastomerincyclictensilemeasurementswiththefixedmaxi",,Figure 3,medium
P015,"Supertough, Resilient, and Healable Thermoplastic",P015_unidentified.pdf,2025,low,partial,figure_caption,"AshbyplotsofresilienceversustoughnessofTPU-C1throughTPU-C10incomparisonwiththepolyether-andpolyester-basedTPUelastomers
reportedinliteraturethatcontainmultidentatehydrogenbondingmotivesinHS:a)atlowstrains(50–200%);andb)athighstrains(400–1000%).The
parenthesesafterthereferencenumbersdenotetheSSchemis",,Figure 4,medium
P054,Synthesis of a Photo-Crosslinkable Elastomer for Stretchable,P054_unidentified.pdf,2024,low,partial,excerpt,"density, superior mechanical resilience, basedonacrylates.WhenexposedtoUVirradiation,itundergoesselective and flexibility.[1,10] However, ensuring that",1,resilience,medium
P054,Synthesis of a Photo-Crosslinkable Elastomer for Stretchable,P054_unidentified.pdf,2024,low,partial,excerpt,"crosslinking(withcrosslinkingdensityandmodulusdependingonthe everycomponentofadeviceisstretchable numberofcrosslinkers);itcanachieveamodulusincreaseofupto38000%. poses challenges. Stretchable substrates,",1,modulus,medium
P054,Synthesis of a Photo-Crosslinkable Elastomer for Stretchable,P054_unidentified.pdf,2024,low,partial,excerpt,"numberofcrosslinkers);itcanachieveamodulusincreaseofupto38000%. poses challenges. Stretchable substrates, Rigidregionsofspecificshapesandsizescanbecreatedusingaphotomask, including styrene-ethylene-butylene-",1,modulus,medium
P054,Synthesis of a Photo-Crosslinkable Elastomer for Stretchable,P054_unidentified.pdf,2024,low,partial,excerpt,"sensitivitytoexternalstimuliismodulatedbythemodulusoftherigid to stretch in tandem with the substrate is islands.Inaddition,ahigh-efficiencySIPsensor(SIPS)employingan problematic. Even if an organic semicon-",1,modulus,medium
P054,Synthesis of a Photo-Crosslinkable Elastomer for Stretchable,P054_unidentified.pdf,2024,low,partial,excerpt,"sicstretchability,interfacestability,andmechanicalcompatibility bined with a photo-initiator, was incorporated into them to en- instretchableelectronics.Ourapproachenhancespatternaccu- ablecrosslinkingofthesefunctionalgroupsuponUVirradiation",3,mechanical,medium
P054,Synthesis of a Photo-Crosslinkable Elastomer for Stretchable,P054_unidentified.pdf,2024,low,partial,figure_caption,"a)Schematicrepresentationofthephoto-crosslinkableelastomersubstratedesignedforstretchableelectronics.b)Comparisonoftheproper-
tiesbetweenpreviousresearchontherigid/softislandstrategyandthisstudy.c)SchematicofUV-inducedselectivecrosslinkingutilizingaphotomask.
Toaddressthesechallenges,thisstudyintrod",,Figure 1,medium
P054,Synthesis of a Photo-Crosslinkable Elastomer for Stretchable,P054_unidentified.pdf,2024,low,partial,figure_caption,"a)Schematicdepictionofthecapacitivepressure/strainsensor,withrigidpatternsstrategicallysituatedatelectrodelocations.b)Changein
thecapacitanceofthesensorunderappliedpressure,andc)d)underappliedstrain.Duringdeformation,theresistanceoftheCNTelectrodeincreases
(inset).e)Sensitivityofpressureandstraininr",,Figure 3,medium
P054,Synthesis of a Photo-Crosslinkable Elastomer for Stretchable,P054_unidentified.pdf,2024,low,partial,figure_caption,"a)SchematicrepresentationoftheSIPsensor,designedwithelectrodespositionedonrigidareas.Theelectrospunlayerwasalsoselectively
curedtocorrespondwiththeelectrodesbeneaththeserigidzones.b)Microscopicimageconfirmingtheselectivephoto-curingoftheelectrospun
dielectriclayer.c)Capacitancechangecomparisonwhenan",,Figure 5,medium
P058,Tough and stretchable all-κ-carrageenan hydrogel based on the,P058_unidentified.pdf,2023,low,partial,excerpt,"transition and stepwise mechanical training, Carbohydrate Polymers (2023), https://doi.org/10.1016/j.carbpol.2023.120869",1,mechanical,medium
P058,Tough and stretchable all-κ-carrageenan hydrogel based on the,P058_unidentified.pdf,2023,low,partial,excerpt,"rupture easily under mechanical loading. To address this vulnerability, here we presented a robust all-κCG hydrogel without employing the second synthetic network.",2,mechanical,medium
P058,Tough and stretchable all-κ-carrageenan hydrogel based on the,P058_unidentified.pdf,2023,low,partial,excerpt,"42.1 to 156%, while maintaining the similar fracture stress. Moreover, upon the f",2,fracture,medium
P058,Tough and stretchable all-κ-carrageenan hydrogel based on the,P058_unidentified.pdf,2023,low,partial,excerpt,"stepwise mechanical training and subsequent incubation in KCl aqueous solution, o",2,mechanical,medium
P058,Tough and stretchable all-κ-carrageenan hydrogel based on the,P058_unidentified.pdf,2023,low,partial,excerpt,"fast self-strengthening behavior occurred, an-d a more stretchable (fracture strain up to e",2,fracture,medium
P058,Tough and stretchable all-κ-carrageenan hydrogel based on the,P058_unidentified.pdf,2023,low,partial,figure_caption,"(a) Schematicu for the preparation of tough all-κ-carrageenan hydrogel and the possible
dissipation mechaniosm under large deformation. (b) Photograph of the as-prepared κCG-NaU-FK
hydrogel film coJvered on top of the flower. (c) Photograph of the κCG-NaU-FK hydrogel strip
under object-loading. The ",,Figure 1,medium
P058,Tough and stretchable all-κ-carrageenan hydrogel based on the,P058_unidentified.pdf,2023,low,partial,figure_caption,"(a) Solid-state 13C NMR spectra of the dried κCG-HK and κCG-NaU-FK hydrogel
samples. To clarify the formation of double helix for the polymer chains in κCG-NaU-FK
18
Journal Pre-proof
hydrogel, the crosslink agent of ECH was not used here in preparation. (b) Dependence of G’ and
G’’ on temperature f",,Figure 3,medium
P067,Highly Robust and Environment-Tolerant Conducting Polymer,P067_unidentified.pdf,2025,low,good,abstract,"Conducting polymer hydrogels with high mechan-
ical toughness and environmental stability are highly desirable for
the long-term operation of flexible electronic devices. However,
most existing conducting polymer hydrogels experience poor
mechanical performance and limited environmental tolerance,
severelyrestrictingtheirpracticalapplicability.Herein,wepresenta
facile yet versatile strategy for fabricating conducting polymer
organohydrogels with high mechanical robustness, good electrical
conduc",1,abstract,high
P067,Highly Robust and Environment-Tolerant Conducting Polymer,P067_unidentified.pdf,2025,low,good,conclusion,"spectra were obtained on a confocal Raman microscope (Horiba
In summary, we have demonstrated an SOIP strategy to Jobin Yvon Xplora PLUS). DSC analysis was performed using a TA
fabricate CP organohydrogels with superior mechanical
Instrument(DSC250)withascanrateof10°Cmin−1underanN
2
properties, good conductivity, and environmental tolerance atmosphere, and the gel samples were first cooled from room
temperatureto−90°Candthenheatedto20°C.XRDpatternswere
by simply soaking PVA/Py organohydrogel in ",end,conclusion,high
P067,Highly Robust and Environment-Tolerant Conducting Polymer,P067_unidentified.pdf,2025,low,good,excerpt,"ical toughness and environmental stability are highly desirable for the long-term operation of flexible electronic devices. However,",1,toughness,medium
P067,Highly Robust and Environment-Tolerant Conducting Polymer,P067_unidentified.pdf,2025,low,good,excerpt,"mechanical performance and limited environmental tolerance, severelyrestrictingtheirpracticalapplicability.Herein,wepresenta",1,mechanical,medium
P067,Highly Robust and Environment-Tolerant Conducting Polymer,P067_unidentified.pdf,2025,low,good,excerpt,"organohydrogels with high mechanical robustness, good electrical conductivity, and excellent environmental stability, achieved",1,mechanical,medium
P067,Highly Robust and Environment-Tolerant Conducting Polymer,P067_unidentified.pdf,2025,low,good,excerpt,"binary solvent system. The resultant conducting polymer organohydrogel achieves fracture stress (7.93 ± 0.56 MPa), ultrahigh toughness (22.64 ± 1.00 MJ/m3), and good conductivity up to 0.37 S/m. Additionally, the introduction of DMSO/H O binary",1,fracture,medium
P067,Highly Robust and Environment-Tolerant Conducting Polymer,P067_unidentified.pdf,2025,low,good,excerpt,"toughness (22.64 ± 1.00 MJ/m3), and good conductivity up to 0.37 S/m. Additionally, the introduction of DMSO/H O binary 2",1,toughness,medium
P067,Highly Robust and Environment-Tolerant Conducting Polymer,P067_unidentified.pdf,2025,low,good,figure_caption,"Schematic diagram of preparation process of the PVA /PPy-Fe−OHs via the synergistic strategy of salting-out effect and in situ
DH
polymerization(SOIP).
network plays a critical role in dissipating mechanical energy Theconductivityofconductivehydrogelsprimarilydepends
duringdeformation,enhancingtheme",,Figure 1,medium
P067,Highly Robust and Environment-Tolerant Conducting Polymer,P067_unidentified.pdf,2025,low,good,figure_caption,"Typically,
MPa), toughness (22.64 ± 1.00 MJ/m3), modulus (3.32 ± PVA and Py monomers were first dissolved in a DMSO/H 2 O
0.22 MPa), stretchability (582.34 ± 36.19%), and good binary solvent to obtain a homogeneous solution. Here,
conductivity (0.37 S/m). Besides, the organohydrogel also besides fun",,Figure 1,medium
P067,Highly Robust and Environment-Tolerant Conducting Polymer,P067_unidentified.pdf,2025,low,good,figure_caption,"TolerancebehaviorsandsensingperformancesofPVA /PPy-Fe−OHsunderextremetemperatures.(a)PhotographsofPVA /PPy-
DH DH
Fe−OHsandPVA-Fehydrogelat−30and80°C.(b)DSCcurvesofPVAhydrogel,PVA /Py−OHs,andPVA /PPy-Fe−OHsfrom−90to20
DH DH
°C. (c) Tensile stress−strain curves, (d) corresponding modulus and toughnes",,Figure 4,medium
P073,Artificial Muscles www.advmat.de,P073_unidentified.pdf,2017,low,partial,excerpt,of Mechanical Engineering in selecting the best suited actuator for a specific application. Massachusetts Institute of Technology,2,mechanical,medium
P073,Artificial Muscles www.advmat.de,P073_unidentified.pdf,2017,low,partial,excerpt,tiated by the neural input to the muscle fiber. Muscle is an lab in the mechanical engineering department at MIT in example of a linear molecular stepping motor under the control September 2014 and finished his degree in May 2017. He,3,mechanical,medium
P073,Artificial Muscles www.advmat.de,P073_unidentified.pdf,2017,low,partial,excerpt,"actively expand, they require either an antagonist muscle con- presently is the Hatsopoulos Professor of Mechanical traction or a stretched tendon (passive spring) to exert a length- Engineering and head of the BioInstrumentation",3,mechanical,medium
P073,Artificial Muscles www.advmat.de,P073_unidentified.pdf,2017,low,partial,excerpt,"for mobility on the planet was muscle. The skeletal muscles in Egypt) where metallic wedges were inserted into cracks of rocks humans, horses, elephants, oxen, and other mammals generate and heated with fire to split them via the thermal expansion in",3,crack,medium
P073,Artificial Muscles www.advmat.de,P073_unidentified.pdf,2017,low,partial,excerpt,Density [kg m−3][4] 1037 – Storage modulus [MPa] @20 °C 2400 Strain rate [% s−1][4] – >50 @150 °C 260,5,modulus,medium
P073,Artificial Muscles www.advmat.de,P073_unidentified.pdf,2017,low,partial,figure_caption,"A) Comparison of the negative thermal expansion of braided polyethylene, nylon-6 monofilament, nylon-6,6 monofilament, and silver-coated
nylon-6,6 multifilament fibers before twisting (inset) and after coiling by twist insertion. B) Tensile stroke and nominal modulus versus temperature for
a coiled,",,Figure 1,medium
P073,Artificial Muscles www.advmat.de,P073_unidentified.pdf,2017,low,partial,figure_caption,"A–J) Muscle configurations and yarn structures for tensile and torsional actuation. Tensile load and paddle positions for a two-end-tethered,
fully infiltrated homochiral yarn (A); a two-end-tethered, bottom-half-infiltrated homochiral yarn (B); a one-end-tethered, fully infiltrated homochiral
yarn ",,Figure 3,medium
P073,Artificial Muscles www.advmat.de,P073_unidentified.pdf,2017,low,partial,figure_caption,"A) Structure of a dielectric-elastomer actuator. B) Illustration of the action of a “pick-and-place” actuator made from an elastomer beam with a
few vertical fibers. The elastomer bends to conform to the shape of both the cylinder and a grape. C) A dielectric elastomer is sandwiched between two
laye",,Figure 5,medium
P074,Proceedings of 10th IEEE International Conference,P074_unidentified.pdf,2020,low,partial,conclusion,"that when the size of proximity sensing
126",end,conclusion,medium
P074,Proceedings of 10th IEEE International Conference,P074_unidentified.pdf,2020,low,partial,excerpt,School of Mechanical Engineering and Automation Beihang University,1,mechanical,medium
P074,Proceedings of 10th IEEE International Conference,P074_unidentified.pdf,2020,low,partial,excerpt,"industries. It integrates mechanical manufacturing and scenarios. In the meanwhile, it has the following advantages intelligent manufacturing, and includes sensing, control, in human-machine interaction:",2,mechanical,medium
P074,Proceedings of 10th IEEE International Conference,P074_unidentified.pdf,2020,low,partial,excerpt,"installation environment, such as mechanical arm. The first segment is dominated by variable dielectric",7,mechanical,medium
P074,Proceedings of 10th IEEE International Conference,P074_unidentified.pdf,2020,low,partial,figure_caption,"Capacitive proximity sensor array
Capacitive sensors are widely used. In terms of The measurement principle of the proximity sensor is
proximity perception, it is used in motion detection and the principle of human body induction capacitance in Figure
obstacle avoidance. It can detect the displaceme",,Figure 1,medium
P074,Proceedings of 10th IEEE International Conference,P074_unidentified.pdf,2020,low,partial,figure_caption,"capacitor can greatly increase the initial capacitance value,
as the thickness increases (cid:304)/(cid:303) increases, the initial
capacitance also increases. It can enhance the ability of the
sensor to resist interference. According to the sensitivity
calculation formula, the use of super capacito",,Figure 4,medium
P074,Proceedings of 10th IEEE International Conference,P074_unidentified.pdf,2020,low,partial,figure_caption,"Top view of proximity capacitance sensor
<0.1pf 8pf <0.1pf
under
In addition, the main purpose of using the
0.1N
equipotential loop is to eliminate and reduce the influence
B. Overall Design of edge capacitance effect, so that the capacitance change is
only the human induced capacitance. The accurac",,Figure 4,medium
P074,Proceedings of 10th IEEE International Conference,P074_unidentified.pdf,2020,low,partial,figure_caption,"Sensor plate connection diagram Figure 8. Distance-capacitance variation curve
The relationship between the force and capacitance is
shown in Figure 9. It can be seen that the capacitance
changes rapidly when the force is in the range of 0 ~ 0.7N,
and the change is slow between 0.7 ~ 20N. The overal",,Figure 6,medium
P074,Proceedings of 10th IEEE International Conference,P074_unidentified.pdf,2020,low,partial,figure_caption,"Force-capacitance variation curve
coke particle carbon (24%) + acetylene black (6%) + 15
hardness silica gel (70%). Firstly, the mixed super capacitor The linear fitting results are as shown in Figure 10.
material was added into anhydrous ethanol, and then let it
The first period data point is marke",,Figure 9,medium
P074,Proceedings of 10th IEEE International Conference,P074_unidentified.pdf,2020,low,partial,figure_caption,"There are four
measurement channels in total, which can meet the The control program uses FreeRTOS operation system,
requirements of dual channel measurement of sensor. The and the corresponding tasks are set up in each part of the
external crystal oscillator is used to replace the internal RC frame",,Figure 11,medium
P074,Proceedings of 10th IEEE International Conference,P074_unidentified.pdf,2020,low,partial,figure_caption,"When it is detected that the distance between the hands is
less than the minimum safe distance, the manipulator stops
at the current position, and the main control adjusts the
brightness of the distance indicator according to the
distance between the hands. The smaller the distance, the
greater the ",,Figure 12,medium
P074,Proceedings of 10th IEEE International Conference,P074_unidentified.pdf,2020,low,partial,figure_caption,"contact and slip sensing[C]//IEEE International
Conference on Robotics & Automation. 2010:777-784.
[2] Wistort R, Smith J R. Electric Field Serving for
Robotic Manipulation[C]//IEEE/RSJ International
Conference on Intelligent Robots and Systems.
2008:494-499.
[3] Nan Li, Adjacent capacitive sensor d",,Figure 14,medium
P074,Proceedings of 10th IEEE International Conference,P074_unidentified.pdf,2020,low,partial,figure_caption,"IEEE,2013; 978-983
[6] Yuefei WU, Research on Micro Displacement
Measurement of Thick Film Capacitive Pressure
Sensor. Anhui University, 2010.
[7] Zhiguo Zang, “Research on sensitive device of silicon
capacitance pressure sensor,” Micro-nano technology,
2004.
(cid:3) [8] H. Hasegawa ,Y. Mizoguchi ,K",,Figure 15,medium
P154,Dynamic Bond Chemistry in Soft Materials: Bridging Adaptability,P154_unidentified.pdf,2025,medium,partial,conclusion,"and Outlook AH
1.3.5. Atomic Force Microscopy (AFM) F",end,conclusion,medium
P154,Dynamic Bond Chemistry in Soft Materials: Bridging Adaptability,P154_unidentified.pdf,2025,medium,partial,excerpt,permanentcovalentbondscancompromisethemechanicalrobustnessofthematerial.This review highlights design strategies that harness dynamic bonds effectively to achieve both,1,mechanical,medium
P154,Dynamic Bond Chemistry in Soft Materials: Bridging Adaptability,P154_unidentified.pdf,2025,medium,partial,excerpt,"functionality and mechanical robustness in soft materials. We first survey the types of dynamicbondsandtheircharacteristiclifetimes,followedbyintroducinganalyticalmethods",1,mechanical,medium
P154,Dynamic Bond Chemistry in Soft Materials: Bridging Adaptability,P154_unidentified.pdf,2025,medium,partial,excerpt,materials that combine functionalities with mechanical toughness for reliable use in advanced applications. CONTENTS 5. Recyclable Thermoset Y,1,toughness,medium
P154,Dynamic Bond Chemistry in Soft Materials: Bridging Adaptability,P154_unidentified.pdf,2025,medium,partial,excerpt,6.2.Enhanced Mechanical Robustness through 1.3.3. Stress Relaxation D,1,mechanical,medium
P154,Dynamic Bond Chemistry in Soft Materials: Bridging Adaptability,P154_unidentified.pdf,2025,medium,partial,excerpt,"mechanicalbehaviorforspecificfunctionalities.Amongvarious Understanding how different bonds distribute across time mechanical responses, time-dependent behaviors�such as scales is crucial for utilizing them in material design. Figure 1",3,mechanical,medium
P154,Dynamic Bond Chemistry in Soft Materials: Bridging Adaptability,P154_unidentified.pdf,2025,medium,partial,performance_data,Elongation at break: 850,,performance,medium
P154,Dynamic Bond Chemistry in Soft Materials: Bridging Adaptability,P154_unidentified.pdf,2025,medium,partial,figure_caption,"Lifetimeofdynamicbonds.(a)Lifetimespanofeachrepresentativedynamicbond.(b)Hydrogenbondsshowingagreatdifferencein
lifetimedue tomolecular structure.(c) Modulation of theion−ligand coordinationlifetime via externalstimuli.",,Figure 1,medium
P154,Dynamic Bond Chemistry in Soft Materials: Bridging Adaptability,P154_unidentified.pdf,2025,medium,partial,figure_caption,"ITCandkinITC.(a)Powerisrecordedasafunctionoftimewhiletheligandistitratedunderisothermalconditions.(b)Thetotalheat
releasedaftereachinjectionisobtainedbyintegratingthepowersignalandthenplottedagainstthemolarratioofligand,allowingextractionof
thermodynamic parameters such asK, ΔH, ΔS, and ΔG. (c) Unli",,Figure 3,medium
P154,Dynamic Bond Chemistry in Soft Materials: Bridging Adaptability,P154_unidentified.pdf,2025,medium,partial,figure_caption,"Measurementandanalysisoffrequencydependentresponse.(a)Oscillatorydeformationsappliedviatensileorshearforce.(b)Storage
andlossmodulusmeasuredasafunctionoffrequency.(c)Relaxationspectrumcalculatedfromthemodulus.Forthisexample,relaxationaround
1/τ is morewell-defined.
2
The relaxation time τ serves as ",,Figure 5,medium
