paper_id,title,file_name,year,priority,extraction_quality,evidence_type,evidence_text,page_est,keyword,confidence
P166,"Conjugation-Disruption Strategy Enables Colorless, Chemically",P166_unidentified.pdf,2025,low,good,conclusion,"PUU 1k elastomers.PUU 2k andPUU 4k showedsimilarbehavior, In summary, we have developed high-refractive-index and
with residual strains of 12.3% and 13.6%, respectively, in the colorlessPTU-4opticalplasticsthatintegratehighmechanical
second loading−unloading cycle (Figure S23b−c, Supporting strength, excellent wear resistance, and chemical recyclability.
Information). Complete recovery of the residual strains was Through the deliberate conjugation-disruption strategy, the
observedafter60minofres",end,conclusion,high
P166,"Conjugation-Disruption Strategy Enables Colorless, Chemically",P166_unidentified.pdf,2025,low,good,excerpt,"neously exhibit high optical transparency, mechanical robustness, and excellent sustainability remains a formidable challenge. Herein, we report a conjugation-",1,mechanical,medium
P166,"Conjugation-Disruption Strategy Enables Colorless, Chemically",P166_unidentified.pdf,2025,low,good,excerpt,"highmechanicalrobustnessandefficientchemicalrecyclability,denotedasPTU-4. Synthesized via the copolymerization of 4,4′-thiobisbenzenethiol (TB), hexam-",1,mechanical,medium
P166,"Conjugation-Disruption Strategy Enables Colorless, Chemically",P166_unidentified.pdf,2025,low,good,excerpt,colorless HRIPs with excellent sustainability and outstanding mechanical performance. 1. INTRODUCTION ation HRIPs are increasingly expected to meet sustainability,1,mechanical,medium
P166,"Conjugation-Disruption Strategy Enables Colorless, Chemically",P166_unidentified.pdf,2025,low,good,excerpt,"surfacewear,scratching,andchemicaldegradation,allofwhich therebyimprovingwearercomfortandaddressingtheaesthetic",1,degradation,medium
P166,"Conjugation-Disruption Strategy Enables Colorless, Chemically",P166_unidentified.pdf,2025,low,good,excerpt,"can impair their optical and mechanical performance.30,31 drawbacks associated with traditional thick lenses.3,10 Accord-",1,mechanical,medium
P166,"Conjugation-Disruption Strategy Enables Colorless, Chemically",P166_unidentified.pdf,2025,low,good,figure_caption,"FabricationandopticalpropertiesofthePTUplastics.(a)SyntheticroutesofthePTUplastics.(b,c)UV−vistransmissionspectra(b)
andrefractiveindices(c)ofthePTU-4plastics,PMMAandPClenses.InsetinFigure1bisthedigitalimageofaPTU-4plasticsheetwiththe
dimensionof10 ×10cm2and the thickness of1.0 mm.(d) Schematic illu",,Figure 1,medium
P166,"Conjugation-Disruption Strategy Enables Colorless, Chemically",P166_unidentified.pdf,2025,low,good,figure_caption,"SolventresistanceofthePTU-4plastics.(a)WeightofthePTU-4plasticpiecesafterimmersinginvariedaqueoussolutionsfordifferent
time.InsetsinFigure3aarethedigitalimagesoftheimmersedPTU-4plasticpieces.(b)Stress−straincurvesofthePTU-4plasticpiecesafter
beingimmersedinvariedaqueoussolutionsatroomtemperaturefor3",,Figure 3,medium
P166,"Conjugation-Disruption Strategy Enables Colorless, Chemically",P166_unidentified.pdf,2025,low,good,figure_caption,"Wear resistance and healing capacities of the PTU-4
4,thepiecesremainedinsoluble.UponadditionofNH −PPG-
plastics. (a, b) Wear depths (a) and COF values (b) of PTU-4, 2
NH (M ∼2000Da,7.00g)andheatingat45°Cfor1h,the
PMMAandPCduringthetribologicaltests.(c)Chemicalstructures 2 n
of the two model molecul",,Figure 4,medium
P188,Explore Thermal and Mechanical Properties of Biobased,P188_unidentified.pdf,2026,medium,partial,conclusion,"plot, and the relative contribution analysis shown in Pie plot based on the predictive models of TS (b). Red and blue colors in the SHAP summary plot
show positive and negative contributions to improve model performance, and each point represents a sample. In the Pie plot, green for composition
and SMILES derived features, blue for formulation, red for polymerization and sample preparation methods, brown for measurement settings, the
top-important features were labelled.
5 Important Correlations",end,conclusion,medium
P188,Explore Thermal and Mechanical Properties of Biobased,P188_unidentified.pdf,2026,medium,partial,excerpt,Explore Thermal and Mechanical Properties of Biobased Polyurethane Elastomers Through Machine Learning,1,mechanical,medium
P188,Explore Thermal and Mechanical Properties of Biobased,P188_unidentified.pdf,2026,medium,partial,excerpt,Keywords: biobased polyurethane elastomer | dissipation factor | machine learning | mechanical properties | thermal properties ABSTRACT,1,mechanical,medium
P188,Explore Thermal and Mechanical Properties of Biobased,P188_unidentified.pdf,2026,medium,partial,excerpt,"Mechanical and thermal properties are the core to determine the application scenarios of biobased polyurethane elastomers (BPUEs). Here, six core properties were studied, including Young’s modulus (YM), tensile strength (TS), elongation at break",1,mechanical,medium
P188,Explore Thermal and Mechanical Properties of Biobased,P188_unidentified.pdf,2026,medium,partial,excerpt,"more than 70% of the explainability. Biomass feedstocks, molecular weights for polyols, hard segment contents etc., are important regulatable variables to prepare BPUEs with fitting-for-purpose products, and the stretching rate and the heating rate are also",1,molecular weight,medium
P188,Explore Thermal and Mechanical Properties of Biobased,P188_unidentified.pdf,2026,medium,partial,excerpt,critical to harvest repeatable mechanical and thermal properties. This study provided data-driven insights for the rational design of BPUEs with desired mechanical and thermal properties.,1,mechanical,medium
P188,Explore Thermal and Mechanical Properties of Biobased,P188_unidentified.pdf,2026,medium,partial,performance_data,Elongation at break: 5,,performance,medium
P339,Impact of Chain Length on PCL Dielectric β‑Relaxation: Decoupling,P339_unidentified.pdf,2025,medium,good,abstract,"The structure of semicrystalline polymers is quite complex
due to the presence of interconnected amorphous and crystalline regions.
Extended or folded chain crystals, along with entanglements and tie
molecules, are formed depending on the chain length. The material’s
structure determines its final performance, so understanding the impact of
chain length is essential. Broadband dielectric spectroscopy is highly
sensitive to the molecular dynamics of polar polymers. In this work, a
systematicstudy",1,abstract,high
P339,Impact of Chain Length on PCL Dielectric β‑Relaxation: Decoupling,P339_unidentified.pdf,2025,medium,good,conclusion,"Chemistry, University of the Basque Country UPV/EHU,
Inthiswork,broadbanddielectricspectroscopyisemployedto Donostia-San Sebastián 20018, Spain; POLYMAT,
demonstrate the impact of chain length on the microstructure University of the Basque Country UPV/EHU, Donostia-San
of PCL by considering the contributions of end chain groups Sebastián, Gipuzkoa 20018, Spain; IKERBASQUE, Basque
and the main chain to dielectric permittivity. Isothermal Foundation for Science, Bilbao 48009, Spain; orcid.org/
mea",end,conclusion,high
P339,Impact of Chain Length on PCL Dielectric β‑Relaxation: Decoupling,P339_unidentified.pdf,2025,medium,good,excerpt,"Impact of Chain Length on PCL Dielectric β‑Relaxation: Decoupling the Roles of Chain Ends, Main Chains, Entanglements, and",1,pcl,medium
P339,Impact of Chain Length on PCL Dielectric β‑Relaxation: Decoupling,P339_unidentified.pdf,2025,medium,good,excerpt,"systematicstudyoftheimpactofchainlengthonPCL’sdielectricrelaxation is conducted, decoupling for the first time the role of chain length, chain",1,pcl,medium
P339,Impact of Chain Length on PCL Dielectric β‑Relaxation: Decoupling,P339_unidentified.pdf,2025,medium,good,excerpt,"ends,entanglements,andcrystallinityontheβrelaxation.PCLsampleshave beenanalyzedwithinanumber-averagemolarmassrangeof2−173kg/mol.",1,pcl,medium
P339,Impact of Chain Length on PCL Dielectric β‑Relaxation: Decoupling,P339_unidentified.pdf,2025,medium,good,excerpt,"Polycaprolactone is an aliphatic polyester that has garnered formation, M, to be between 1.6 and 3.9 kg/mol.6−8 This significant attention due to its biocompatible and biodegrad- e",1,polycaprolactone,medium
P339,Impact of Chain Length on PCL Dielectric β‑Relaxation: Decoupling,P339_unidentified.pdf,2025,medium,good,excerpt,"formation, M, to be between 1.6 and 3.9 kg/mol.6−8 This significant attention due to its biocompatible and biodegrad- e able properties.1,2 This polymer is typically synthesized suggests that the critical molar mass, M c , at which the zero",1,biocompat,medium
P339,Impact of Chain Length on PCL Dielectric β‑Relaxation: Decoupling,P339_unidentified.pdf,2025,medium,good,performance_data,Crystallinity: 30,,performance,medium
P339,Impact of Chain Length on PCL Dielectric β‑Relaxation: Decoupling,P339_unidentified.pdf,2025,medium,good,figure_caption,"This
Sample Source M (kg/mol) Đ(M /M)
n w n cooling rate was chosen because it matches the slow cooling
PCL2k Synthesized 2.1 1.4 rates used in dielectric experiments. The PCL samples
PCL4k Synthesized 4.2 1.2 crystallize below 313.15 K, with a slightly lower T as the
c
PCL10k Sigma 9.6 1.6 molecula",,Figure 1,medium
P339,Impact of Chain Length on PCL Dielectric β‑Relaxation: Decoupling,P339_unidentified.pdf,2025,medium,good,figure_caption,"Dielectric relaxation curvesrecordedat10Hz(purple)and 1000Hz(black) onPCL2k (a) andPCL70k (b), respectively.",,Figure 3,medium
P339,Impact of Chain Length on PCL Dielectric β‑Relaxation: Decoupling,P339_unidentified.pdf,2025,medium,good,figure_caption,"These PCL2k data clearly show the
reported,29 which are expected to be irrelevant for PCL70k.
A more in-depth study of the α-relaxation would require
numerous assumptions for the deconvolution of the over-
lapping contributions already reported in the litera-
ture.,29,30,36,38−41 This leads to compa",,Figure 5,medium
P339,Impact of Chain Length on PCL Dielectric β‑Relaxation: Decoupling,P339_unidentified.pdf,2025,medium,good,figure_caption,"a)−f)″Mastercurves″obtainedfortheβ-relaxationoftheinvestigatedPCLsamples:a)PCL70k,b)PCL2k,c)PCL4k,d)PCL10k,e)
PCL35k and f) PCL173k. Solid lines correspond to the description obtained according to the analysis described in the text, dotted lines in b)
correspondtotheseparatedEG(endgroups)andMC(mainc",,Figure 6,medium
P339,Impact of Chain Length on PCL Dielectric β‑Relaxation: Decoupling,P339_unidentified.pdf,2025,medium,good,figure_caption,"Molar mass dependence of the MC (main chain) peak
parameters,andanotherbi-Gaussianequation wasassumedto
relaxationintensities(opencircles)andafternormalizationtotheMC
describe the EG contribution to the measured signal of the
fractionintheamorphousphase(filledcirclesinbluecolor).Theline
PCL2ksample.",,Figure 7,medium
P339,Impact of Chain Length on PCL Dielectric β‑Relaxation: Decoupling,P339_unidentified.pdf,2025,medium,good,figure_caption,"Although the procedure
the local packing, and the segments around the entanglement involves significant uncertainties, it has been possible to
points have different dynamics. In this framework, the value identifythepeakfrequenciesofthispoorlydefinedcomponent
obtainedforthePCL2ksample(M <M)wouldrepre",,Figure 8,medium
